Entity,Code,Date,people_fully_vaccinated_per_hundred
Florida,,2/7/2021,2.93
Florida,,2/8/2021,2.93
Florida,,2/9/2021,3.23
Florida,,2/10/2021,3.52
Florida,,2/11/2021,3.83
Florida,,2/12/2021,4.48
Florida,,2/13/2021,4.79
Florida,,2/14/2021,5.04
Florida,,2/16/2021,5.28
Florida,,2/17/2021,5.5
Florida,,2/18/2021,5.73
Florida,,2/19/2021,6.42
Florida,,2/20/2021,6.44
Florida,,2/21/2021,6.9
Florida,,2/22/2021,6.9
Florida,,2/23/2021,6.95
Florida,,2/24/2021,7.15
Florida,,2/25/2021,7.41
Florida,,2/26/2021,7.64
Florida,,2/27/2021,7.88
Florida,,2/28/2021,8.32
Florida,,3/1/2021,8.32
Florida,,3/2/2021,8.38
Florida,,3/3/2021,8.54
Florida,,3/4/2021,8.78
Florida,,3/5/2021,8.99
Florida,,3/6/2021,9.34
Florida,,3/7/2021,9.66
Florida,,3/8/2021,9.57
Florida,,3/9/2021,9.66
Florida,,3/10/2021,9.83
Florida,,3/11/2021,10.15
Florida,,3/12/2021,10.44
Florida,,3/13/2021,11.17
Florida,,3/14/2021,11.39
Georgia,GEO,1/12/2021,0.07
Georgia,GEO,1/13/2021,0.08
Georgia,GEO,1/15/2021,0.21
Georgia,GEO,1/19/2021,0.27
Georgia,GEO,1/20/2021,0.33
Georgia,GEO,1/21/2021,0.38
Georgia,GEO,1/22/2021,0.56
Georgia,GEO,1/23/2021,0.56
Georgia,GEO,1/24/2021,0.56
Georgia,GEO,1/25/2021,0.56
Georgia,GEO,1/26/2021,0.61
Georgia,GEO,1/27/2021,0.71
Georgia,GEO,1/28/2021,0.84
Georgia,GEO,1/29/2021,0.94
Georgia,GEO,1/30/2021,1.03
Georgia,GEO,1/31/2021,1.13
Georgia,GEO,2/1/2021,1.18
Georgia,GEO,2/2/2021,1.22
Georgia,GEO,2/3/2021,1.33
Georgia,GEO,2/4/2021,1.44
Georgia,GEO,2/5/2021,1.59
Georgia,GEO,2/6/2021,1.78
Georgia,GEO,2/7/2021,1.98
Georgia,GEO,2/8/2021,2.07
Georgia,GEO,2/9/2021,2.15
Georgia,GEO,2/10/2021,2.37
Georgia,GEO,2/11/2021,2.63
Georgia,GEO,2/12/2021,2.63
Georgia,GEO,2/13/2021,2.96
Georgia,GEO,2/14/2021,3.58
Georgia,GEO,2/16/2021,3.79
Georgia,GEO,2/17/2021,3.79
Georgia,GEO,2/18/2021,4.36
Georgia,GEO,2/19/2021,4.97
Georgia,GEO,2/20/2021,5.35
Georgia,GEO,2/21/2021,5.74
Georgia,GEO,2/22/2021,5.88
Georgia,GEO,2/23/2021,5.91
Georgia,GEO,2/24/2021,6.15
Georgia,GEO,2/25/2021,6.39
Georgia,GEO,2/26/2021,6.69
Georgia,GEO,2/27/2021,7.02
Georgia,GEO,2/28/2021,7.04
Georgia,GEO,3/1/2021,7.04
Georgia,GEO,3/2/2021,7.07
Georgia,GEO,3/3/2021,7.35
Georgia,GEO,3/4/2021,7.63
Georgia,GEO,3/5/2021,7.98
Georgia,GEO,3/6/2021,8.22
Georgia,GEO,3/7/2021,8.47
Georgia,GEO,3/8/2021,8.52
Georgia,GEO,3/9/2021,8.58
Georgia,GEO,3/10/2021,8.59
Georgia,GEO,3/11/2021,8.82
Georgia,GEO,3/12/2021,9.23
Georgia,GEO,3/13/2021,9.5
Georgia,GEO,3/14/2021,9.74
Guam,GUM,1/26/2021,2.29
Guam,GUM,1/27/2021,2.33
Guam,GUM,1/28/2021,2.39
Guam,GUM,1/29/2021,2.63
Guam,GUM,1/30/2021,2.71
Guam,GUM,1/31/2021,2.71
Guam,GUM,2/1/2021,2.86
Guam,GUM,2/2/2021,2.98
Guam,GUM,2/3/2021,3.08
Guam,GUM,2/4/2021,3.08
Guam,GUM,2/5/2021,3.21
Guam,GUM,2/6/2021,3.37
Guam,GUM,2/7/2021,3.51
Guam,GUM,2/8/2021,3.52
Guam,GUM,2/9/2021,3.78
Guam,GUM,2/10/2021,4.15
Guam,GUM,2/11/2021,4.65
Guam,GUM,2/12/2021,5.4
Guam,GUM,2/13/2021,6.1
Guam,GUM,2/14/2021,6.45
Guam,GUM,2/16/2021,6.8
Guam,GUM,2/17/2021,7.39
Guam,GUM,2/18/2021,8.03
Guam,GUM,2/19/2021,9.14
Guam,GUM,2/20/2021,9.71
Guam,GUM,2/21/2021,9.73
Guam,GUM,2/22/2021,10.17
Guam,GUM,2/23/2021,10.46
Guam,GUM,2/24/2021,10.84
Guam,GUM,2/25/2021,11.23
Guam,GUM,2/26/2021,11.24
Guam,GUM,2/27/2021,11.79
Guam,GUM,2/28/2021,12.2
Guam,GUM,3/1/2021,12.23
Guam,GUM,3/2/2021,12.29
Guam,GUM,3/3/2021,12.3
Guam,GUM,3/4/2021,12.48
Guam,GUM,3/5/2021,12.56
Guam,GUM,3/6/2021,12.58
Guam,GUM,3/7/2021,12.58
Guam,GUM,3/8/2021,12.62
Guam,GUM,3/9/2021,13.39
Guam,GUM,3/10/2021,14.37
Guam,GUM,3/11/2021,15.24
Guam,GUM,3/12/2021,16.03
Guam,GUM,3/13/2021,16.9
Guam,GUM,3/14/2021,17.49
Hawaii,,1/15/2021,0.51
Hawaii,,1/19/2021,0.8
Hawaii,,1/20/2021,0.98
Hawaii,,1/21/2021,1.14
Hawaii,,1/22/2021,1.19
Hawaii,,1/23/2021,1.19
Hawaii,,1/24/2021,1.19
Hawaii,,1/25/2021,1.26
Hawaii,,1/26/2021,1.27
Hawaii,,1/27/2021,1.31
Hawaii,,1/28/2021,1.4
Hawaii,,1/29/2021,1.54
Hawaii,,1/30/2021,1.68
Hawaii,,1/31/2021,1.83
Hawaii,,2/1/2021,1.91
Hawaii,,2/2/2021,1.92
Hawaii,,2/3/2021,1.99
Hawaii,,2/4/2021,2.16
Hawaii,,2/5/2021,2.38
Hawaii,,2/6/2021,2.62
Hawaii,,2/7/2021,2.86
Hawaii,,2/8/2021,3
Hawaii,,2/9/2021,3
Hawaii,,2/10/2021,3
Hawaii,,2/11/2021,3.53
Hawaii,,2/12/2021,3.81
Hawaii,,2/13/2021,4.11
Hawaii,,2/14/2021,4.4
Hawaii,,2/16/2021,4.85
Hawaii,,2/17/2021,4.93
Hawaii,,2/18/2021,5.17
Hawaii,,2/19/2021,6.42
Hawaii,,2/20/2021,6.85
Hawaii,,2/21/2021,7.26
Hawaii,,2/22/2021,7.58
Hawaii,,2/23/2021,7.66
Hawaii,,2/24/2021,7.94
Hawaii,,2/25/2021,8.26
Hawaii,,2/26/2021,8.65
Hawaii,,2/27/2021,9.12
Hawaii,,2/28/2021,9.62
Hawaii,,3/1/2021,9.92
Hawaii,,3/2/2021,10.09
Hawaii,,3/3/2021,10.39
Hawaii,,3/4/2021,10.85
Hawaii,,3/5/2021,11.21
Hawaii,,3/6/2021,11.63
Hawaii,,3/7/2021,11.7
Hawaii,,3/8/2021,12.35
Hawaii,,3/9/2021,12.71
Hawaii,,3/10/2021,13.04
Hawaii,,3/11/2021,13.33
Hawaii,,3/12/2021,13.68
Hawaii,,3/13/2021,14.06
Hawaii,,3/14/2021,14.34
Idaho,,1/12/2021,0.24
Idaho,,1/13/2021,0.32
Idaho,,1/15/2021,0.49
Idaho,,1/19/2021,0.57
Idaho,,1/20/2021,0.6
Idaho,,1/21/2021,0.66
Idaho,,1/22/2021,0.73
Idaho,,1/23/2021,0.77
Idaho,,1/24/2021,0.79
Idaho,,1/25/2021,0.81
Idaho,,1/26/2021,0.82
Idaho,,1/27/2021,0.86
Idaho,,1/28/2021,0.94
Idaho,,1/29/2021,1.06
Idaho,,1/30/2021,1.13
Idaho,,1/31/2021,1.21
Idaho,,2/1/2021,1.26
Idaho,,2/2/2021,1.27
Idaho,,2/3/2021,1.35
Idaho,,2/4/2021,1.47
Idaho,,2/5/2021,1.62
Idaho,,2/6/2021,1.79
Idaho,,2/7/2021,1.92
Idaho,,2/8/2021,2.01
Idaho,,2/9/2021,2.07
Idaho,,2/10/2021,2.22
Idaho,,2/11/2021,2.42
Idaho,,2/12/2021,2.42
Idaho,,2/13/2021,2.6
Idaho,,2/14/2021,3.17
Idaho,,2/16/2021,3.62
Idaho,,2/17/2021,3.79
Idaho,,2/18/2021,4
Idaho,,2/19/2021,4.56
Idaho,,2/20/2021,4.79
Idaho,,2/21/2021,5.16
Idaho,,2/22/2021,5.45
Idaho,,2/23/2021,5.57
Idaho,,2/24/2021,5.77
Idaho,,2/25/2021,6.12
Idaho,,2/26/2021,6.42
Idaho,,2/27/2021,6.7
Idaho,,2/28/2021,7.06
Idaho,,3/1/2021,7.35
Idaho,,3/2/2021,7.49
Idaho,,3/3/2021,7.76
Idaho,,3/4/2021,8.02
Idaho,,3/5/2021,8.4
Idaho,,3/6/2021,8.82
Idaho,,3/7/2021,9.21
Idaho,,3/8/2021,9.76
Idaho,,3/9/2021,9.98
Idaho,,3/10/2021,10.2
Idaho,,3/11/2021,10.48
Idaho,,3/12/2021,10.83
Idaho,,3/13/2021,11.19
Idaho,,3/14/2021,11.56
Illinois,,1/12/2021,0.5
Illinois,,1/13/2021,0.59
Illinois,,1/15/2021,0.72
Illinois,,1/19/2021,0.82
Illinois,,1/20/2021,0.85
Illinois,,1/21/2021,0.88
Illinois,,1/22/2021,0.95
Illinois,,1/23/2021,1.02
Illinois,,1/24/2021,1.07
Illinois,,1/25/2021,1.08
Illinois,,1/26/2021,1.11
Illinois,,1/27/2021,1.17
Illinois,,1/28/2021,1.28
Illinois,,1/29/2021,1.43
Illinois,,1/30/2021,1.56
Illinois,,1/31/2021,1.67
Illinois,,2/1/2021,1.73
Illinois,,2/2/2021,1.76
Illinois,,2/3/2021,1.82
Illinois,,2/4/2021,1.96
Illinois,,2/5/2021,2.05
Illinois,,2/6/2021,2.17
Illinois,,2/7/2021,2.28
Illinois,,2/8/2021,2.36
Illinois,,2/9/2021,2.39
Illinois,,2/10/2021,2.48
Illinois,,2/11/2021,2.61
Illinois,,2/12/2021,2.75
Illinois,,2/13/2021,2.97
Illinois,,2/14/2021,3.16
Illinois,,2/16/2021,3.34
Illinois,,2/17/2021,3.4
Illinois,,2/18/2021,3.52
Illinois,,2/19/2021,3.89
Illinois,,2/20/2021,4.16
Illinois,,2/21/2021,4.42
Illinois,,2/22/2021,4.47
Illinois,,2/23/2021,4.67
Illinois,,2/24/2021,4.82
Illinois,,2/25/2021,5.05
Illinois,,2/26/2021,5.45
Illinois,,2/27/2021,5.88
Illinois,,2/28/2021,6.26
Illinois,,3/1/2021,6.58
Illinois,,3/2/2021,6.75
Illinois,,3/3/2021,6.98
Illinois,,3/4/2021,7.31
Illinois,,3/5/2021,7.67
Illinois,,3/6/2021,8.18
Illinois,,3/7/2021,8.64
Illinois,,3/8/2021,9.11
Illinois,,3/9/2021,9.21
Illinois,,3/10/2021,9.48
Illinois,,3/11/2021,9.83
Illinois,,3/12/2021,10.5
Illinois,,3/13/2021,11.54
Illinois,,3/14/2021,11.54
Indian Health Svc,,2/17/2021,5.04
Indian Health Svc,,2/18/2021,5.21
Indian Health Svc,,2/19/2021,5.2
Indian Health Svc,,2/20/2021,5.31
Indian Health Svc,,2/21/2021,5.53
Indian Health Svc,,2/22/2021,5.84
Indian Health Svc,,2/23/2021,6.06
Indian Health Svc,,2/24/2021,6.31
Indian Health Svc,,2/25/2021,6.71
Indian Health Svc,,2/26/2021,7.31
Indian Health Svc,,2/27/2021,7.73
Indian Health Svc,,2/28/2021,8.02
Indian Health Svc,,3/1/2021,8.38
Indian Health Svc,,3/2/2021,8.6
Indian Health Svc,,3/3/2021,8.84
Indian Health Svc,,3/4/2021,9.13
Indian Health Svc,,3/5/2021,9.51
Indian Health Svc,,3/6/2021,10.04
Indian Health Svc,,3/7/2021,10.29
Indian Health Svc,,3/8/2021,10.57
Indian Health Svc,,3/9/2021,10.63
Indian Health Svc,,3/10/2021,11
Indian Health Svc,,3/11/2021,11.27
Indian Health Svc,,3/12/2021,11.69
Indian Health Svc,,3/13/2021,12.12
Indian Health Svc,,3/14/2021,12.44
Indiana,,1/12/2021,0.35
Indiana,,1/13/2021,0.48
Indiana,,1/15/2021,0.56
Indiana,,1/19/2021,0.76
Indiana,,1/20/2021,0.87
Indiana,,1/21/2021,0.99
Indiana,,1/22/2021,1.1
Indiana,,1/23/2021,1.16
Indiana,,1/24/2021,1.16
Indiana,,1/25/2021,1.24
Indiana,,1/26/2021,1.26
Indiana,,1/27/2021,1.36
Indiana,,1/28/2021,1.45
Indiana,,1/29/2021,1.56
Indiana,,1/30/2021,1.65
Indiana,,1/31/2021,1.65
Indiana,,2/1/2021,1.65
Indiana,,2/2/2021,1.68
Indiana,,2/3/2021,1.79
Indiana,,2/4/2021,1.93
Indiana,,2/5/2021,2.12
Indiana,,2/6/2021,2.32
Indiana,,2/7/2021,2.32
Indiana,,2/8/2021,2.32
Indiana,,2/9/2021,2.4
Indiana,,2/10/2021,2.63
Indiana,,2/11/2021,2.89
Indiana,,2/12/2021,3.17
Indiana,,2/13/2021,3.98
Indiana,,2/14/2021,4.27
Indiana,,2/16/2021,4.5
Indiana,,2/17/2021,4.66
Indiana,,2/18/2021,4.76
Indiana,,2/19/2021,5.21
Indiana,,2/20/2021,5.54
Indiana,,2/21/2021,5.84
Indiana,,2/22/2021,6.02
Indiana,,2/23/2021,6.06
Indiana,,2/24/2021,6.57
Indiana,,2/25/2021,7.39
Indiana,,2/26/2021,7.77
Indiana,,2/27/2021,8.13
Indiana,,2/28/2021,8.44
Indiana,,3/1/2021,8.65
Indiana,,3/2/2021,8.71
Indiana,,3/3/2021,8.98
Indiana,,3/4/2021,9.3
Indiana,,3/5/2021,9.68
Indiana,,3/6/2021,10.04
Indiana,,3/7/2021,10.34
Indiana,,3/8/2021,10.65
Indiana,,3/9/2021,10.75
Indiana,,3/10/2021,11.07
Indiana,,3/11/2021,11.37
Indiana,,3/12/2021,11.76
Indiana,,3/13/2021,12.44
Indiana,,3/14/2021,12.44
Iowa,,1/12/2021,0.19
Iowa,,1/13/2021,0.3
Iowa,,1/15/2021,0.34
Iowa,,1/19/2021,0.4
Iowa,,1/20/2021,0.44
Iowa,,1/21/2021,0.53
Iowa,,1/22/2021,0.71
Iowa,,1/23/2021,0.84
Iowa,,1/24/2021,0.98
Iowa,,1/25/2021,1.02
Iowa,,1/26/2021,1.03
Iowa,,1/27/2021,1.14
Iowa,,1/28/2021,1.28
Iowa,,1/29/2021,1.48
Iowa,,1/30/2021,1.66
Iowa,,1/31/2021,1.85
Iowa,,2/1/2021,1.91
Iowa,,2/2/2021,1.94
Iowa,,2/3/2021,2.04
Iowa,,2/4/2021,2.2
Iowa,,2/5/2021,2.35
Iowa,,2/6/2021,2.56
Iowa,,2/7/2021,2.77
Iowa,,2/8/2021,2.84
Iowa,,2/9/2021,2.87
Iowa,,2/10/2021,3.03
Iowa,,2/11/2021,3.17
Iowa,,2/12/2021,3.32
Iowa,,2/13/2021,3.48
Iowa,,2/14/2021,3.66
Iowa,,2/16/2021,3.8
Iowa,,2/17/2021,3.88
Iowa,,2/18/2021,3.93
Iowa,,2/19/2021,4.28
Iowa,,2/20/2021,4.47
Iowa,,2/21/2021,4.68
Iowa,,2/22/2021,4.77
Iowa,,2/23/2021,4.8
Iowa,,2/24/2021,4.86
Iowa,,2/25/2021,4.93
Iowa,,2/26/2021,5.09
Iowa,,2/27/2021,5.28
Iowa,,2/28/2021,5.57
Iowa,,3/1/2021,5.87
Iowa,,3/2/2021,5.93
Iowa,,3/3/2021,6.14
Iowa,,3/4/2021,6.43
Iowa,,3/5/2021,6.86
Iowa,,3/6/2021,7.94
Iowa,,3/7/2021,8.61
Iowa,,3/8/2021,9.66
Iowa,,3/9/2021,9.93
Iowa,,3/10/2021,10.24
Iowa,,3/11/2021,10.76
Iowa,,3/12/2021,11.4
Iowa,,3/13/2021,12.92
Iowa,,3/14/2021,12.92
Kansas,,1/12/2021,0.33
Kansas,,1/13/2021,0.43
Kansas,,1/15/2021,0.46
Kansas,,1/19/2021,0.54
Kansas,,1/20/2021,0.55
Kansas,,1/21/2021,0.6
Kansas,,1/22/2021,0.66
Kansas,,1/23/2021,0.72
Kansas,,1/24/2021,0.78
Kansas,,1/25/2021,0.81
Kansas,,1/26/2021,0.87
Kansas,,1/27/2021,0.91
Kansas,,1/28/2021,1.08
Kansas,,1/29/2021,1.08
Kansas,,1/30/2021,1.26
Kansas,,1/31/2021,1.36
Kansas,,2/1/2021,1.45
Kansas,,2/2/2021,1.52
Kansas,,2/3/2021,1.63
Kansas,,2/4/2021,1.76
Kansas,,2/5/2021,1.88
Kansas,,2/6/2021,2.07
Kansas,,2/7/2021,2.25
Kansas,,2/8/2021,2.35
Kansas,,2/9/2021,2.41
Kansas,,2/10/2021,2.63
Kansas,,2/11/2021,2.81
Kansas,,2/12/2021,2.97
Kansas,,2/13/2021,3.14
Kansas,,2/14/2021,3.41
Kansas,,2/16/2021,3.52
Kansas,,2/17/2021,3.65
Kansas,,2/18/2021,3.87
Kansas,,2/19/2021,4.41
Kansas,,2/20/2021,4.76
Kansas,,2/21/2021,5.09
Kansas,,2/22/2021,5.2
Kansas,,2/23/2021,5.23
Kansas,,2/24/2021,5.46
Kansas,,2/25/2021,5.66
Kansas,,2/26/2021,5.93
Kansas,,2/27/2021,6.34
Kansas,,2/28/2021,6.75
Kansas,,3/1/2021,6.84
Kansas,,3/2/2021,6.99
Kansas,,3/3/2021,7.22
Kansas,,3/4/2021,7.44
Kansas,,3/5/2021,7.72
Kansas,,3/6/2021,8.03
Kansas,,3/7/2021,8.38
Kansas,,3/8/2021,8.99
Kansas,,3/9/2021,9.1
Kansas,,3/10/2021,9.38
Kansas,,3/11/2021,9.78
Kansas,,3/12/2021,10.42
Kansas,,3/13/2021,10.51
Kansas,,3/14/2021,11.1
Kentucky,,1/12/2021,0.14
Kentucky,,1/13/2021,0.17
Kentucky,,1/15/2021,0.24
Kentucky,,1/19/2021,0.29
Kentucky,,1/20/2021,0.31
Kentucky,,1/21/2021,0.35
Kentucky,,1/22/2021,0.51
Kentucky,,1/23/2021,0.57
Kentucky,,1/24/2021,0.66
Kentucky,,1/25/2021,0.67
Kentucky,,1/26/2021,0.69
Kentucky,,1/27/2021,0.81
Kentucky,,1/28/2021,0.97
Kentucky,,1/29/2021,1.17
Kentucky,,1/30/2021,1.33
Kentucky,,1/31/2021,1.45
Kentucky,,2/1/2021,1.48
Kentucky,,2/2/2021,1.5
Kentucky,,2/3/2021,1.64
Kentucky,,2/4/2021,1.82
Kentucky,,2/5/2021,2.1
Kentucky,,2/6/2021,2.42
Kentucky,,2/7/2021,2.75
Kentucky,,2/8/2021,2.86
Kentucky,,2/9/2021,2.91
Kentucky,,2/10/2021,3.12
Kentucky,,2/11/2021,3.39
Kentucky,,2/12/2021,3.7
Kentucky,,2/13/2021,3.86
Kentucky,,2/14/2021,4.2
Kentucky,,2/16/2021,4.44
Kentucky,,2/17/2021,4.52
Kentucky,,2/18/2021,4.6
Kentucky,,2/19/2021,5.11
Kentucky,,2/20/2021,5.3
Kentucky,,2/21/2021,5.68
Kentucky,,2/22/2021,5.87
Kentucky,,2/23/2021,6.01
Kentucky,,2/24/2021,6.25
Kentucky,,2/25/2021,6.59
Kentucky,,2/26/2021,6.92
Kentucky,,2/27/2021,7.21
Kentucky,,2/28/2021,7.64
Kentucky,,3/1/2021,7.86
Kentucky,,3/2/2021,7.93
Kentucky,,3/3/2021,8.1
Kentucky,,3/4/2021,8.4
Kentucky,,3/5/2021,8.73
Kentucky,,3/6/2021,9.08
Kentucky,,3/7/2021,9.47
Kentucky,,3/8/2021,9.92
Kentucky,,3/9/2021,10.03
Kentucky,,3/10/2021,10.21
Kentucky,,3/11/2021,10.46
Kentucky,,3/12/2021,10.85
Kentucky,,3/13/2021,11.59
Kentucky,,3/14/2021,11.64
Louisiana,,1/12/2021,0.39
Louisiana,,1/13/2021,0.47
Louisiana,,1/15/2021,0.65
Louisiana,,1/19/2021,0.73
Louisiana,,1/20/2021,0.75
Louisiana,,1/21/2021,0.82
Louisiana,,1/22/2021,0.87
Louisiana,,1/23/2021,0.9
Louisiana,,1/24/2021,0.91
Louisiana,,1/25/2021,0.93
Louisiana,,1/26/2021,0.93
Louisiana,,1/27/2021,1.01
Louisiana,,1/28/2021,1.11
Louisiana,,1/29/2021,1.25
Louisiana,,1/30/2021,1.4
Louisiana,,1/31/2021,1.58
Louisiana,,2/1/2021,1.85
Louisiana,,2/2/2021,2.08
Louisiana,,2/3/2021,2.24
Louisiana,,2/4/2021,2.49
Louisiana,,2/5/2021,2.83
Louisiana,,2/6/2021,3.23
Louisiana,,2/7/2021,3.6
Louisiana,,2/8/2021,3.8
Louisiana,,2/9/2021,3.87
Louisiana,,2/10/2021,4.08
Louisiana,,2/11/2021,4.08
Louisiana,,2/12/2021,4.68
Louisiana,,2/13/2021,5.01
Louisiana,,2/14/2021,5.35
Louisiana,,2/16/2021,5.49
Louisiana,,2/17/2021,5.56
Louisiana,,2/18/2021,5.59
Louisiana,,2/19/2021,6.13
Louisiana,,2/20/2021,6.31
Louisiana,,2/21/2021,6.49
Louisiana,,2/22/2021,6.6
Louisiana,,2/23/2021,6.65
Louisiana,,2/24/2021,6.83
Louisiana,,2/25/2021,7.11
Louisiana,,2/26/2021,7.51
Louisiana,,2/27/2021,7.89
Louisiana,,2/28/2021,8.18
Louisiana,,3/1/2021,8.29
Louisiana,,3/2/2021,8.34
Louisiana,,3/3/2021,8.5
Louisiana,,3/4/2021,8.77
Louisiana,,3/5/2021,9.13
Louisiana,,3/6/2021,9.14
Louisiana,,3/7/2021,9.16
Louisiana,,3/8/2021,9.93
Louisiana,,3/9/2021,10.01
Louisiana,,3/10/2021,10.23
Louisiana,,3/11/2021,10.49
Louisiana,,3/12/2021,10.87
Louisiana,,3/13/2021,11.63
Louisiana,,3/14/2021,11.63
Maine,,1/12/2021,0.34
Maine,,1/13/2021,0.39
Maine,,1/15/2021,0.62
Maine,,1/19/2021,0.75
Maine,,1/20/2021,0.79
Maine,,1/21/2021,0.9
Maine,,1/22/2021,1.11
Maine,,1/23/2021,1.31
Maine,,1/24/2021,1.42
Maine,,1/25/2021,1.48
Maine,,1/26/2021,1.5
Maine,,1/27/2021,1.61
Maine,,1/28/2021,1.85
Maine,,1/29/2021,2.1
Maine,,1/30/2021,2.31
Maine,,1/31/2021,2.46
Maine,,2/1/2021,2.55
Maine,,2/2/2021,2.55
Maine,,2/3/2021,2.55
Maine,,2/4/2021,2.74
Maine,,2/5/2021,2.87
Maine,,2/6/2021,3.04
Maine,,2/7/2021,3.31
Maine,,2/8/2021,3.31
Maine,,2/9/2021,3.55
Maine,,2/10/2021,3.7
Maine,,2/11/2021,3.7
Maine,,2/12/2021,3.7
Maine,,2/13/2021,3.7
Maine,,2/14/2021,3.7
Maine,,2/16/2021,4.78
Maine,,2/17/2021,4.9
Maine,,2/18/2021,4.9
Maine,,2/19/2021,5.64
Maine,,2/20/2021,5.65
Maine,,2/21/2021,5.66
Maine,,2/22/2021,6.73
Maine,,2/23/2021,6.79
Maine,,2/24/2021,7.03
Maine,,2/25/2021,7.03
Maine,,2/26/2021,7.03
Maine,,2/27/2021,7.89
Maine,,2/28/2021,7.91
Maine,,3/1/2021,7.92
Maine,,3/2/2021,7.92
Maine,,3/3/2021,7.92
Maine,,3/4/2021,7.92
Maine,,3/5/2021,9.34
Maine,,3/6/2021,9.84
Maine,,3/7/2021,9.86
Maine,,3/8/2021,11.06
Maine,,3/9/2021,11.32
Maine,,3/10/2021,11.64
Maine,,3/11/2021,11.71
Maine,,3/12/2021,12.82
Maine,,3/13/2021,12.86
Maine,,3/14/2021,13.8
Marshall Islands,MHL,1/12/2021,0
Marshall Islands,MHL,1/13/2021,0
Marshall Islands,MHL,1/15/2021,0
Marshall Islands,MHL,1/19/2021,0
Marshall Islands,MHL,1/20/2021,0
Marshall Islands,MHL,1/21/2021,0
Marshall Islands,MHL,1/22/2021,0
Marshall Islands,MHL,1/23/2021,0.01
Marshall Islands,MHL,1/24/2021,0.01
Marshall Islands,MHL,1/25/2021,0.01
Marshall Islands,MHL,1/26/2021,0.01
Marshall Islands,MHL,1/27/2021,0.03
Marshall Islands,MHL,1/28/2021,0.22
Marshall Islands,MHL,1/29/2021,0.4
Marshall Islands,MHL,1/30/2021,0.4
Marshall Islands,MHL,1/31/2021,0.56
Marshall Islands,MHL,2/1/2021,0.56
Marshall Islands,MHL,2/2/2021,0.64
Marshall Islands,MHL,2/3/2021,0.64
Marshall Islands,MHL,2/4/2021,0.74
Marshall Islands,MHL,2/5/2021,0.76
Marshall Islands,MHL,2/6/2021,0.76
Marshall Islands,MHL,2/7/2021,0.78
Marshall Islands,MHL,2/8/2021,0.78
Marshall Islands,MHL,2/9/2021,0.82
Marshall Islands,MHL,2/10/2021,0.84
Marshall Islands,MHL,2/11/2021,0.9
Marshall Islands,MHL,2/12/2021,1.01
Marshall Islands,MHL,2/13/2021,1.02
Marshall Islands,MHL,2/14/2021,1.14
Marshall Islands,MHL,2/16/2021,1.24
Marshall Islands,MHL,2/17/2021,1.25
Marshall Islands,MHL,2/18/2021,1.47
Marshall Islands,MHL,2/19/2021,1.99
Marshall Islands,MHL,2/20/2021,2.09
Marshall Islands,MHL,2/21/2021,2.55
Marshall Islands,MHL,2/22/2021,2.9
Marshall Islands,MHL,2/23/2021,3.16
Marshall Islands,MHL,2/24/2021,3.72
Marshall Islands,MHL,2/25/2021,3.81
Marshall Islands,MHL,2/26/2021,3.88
Marshall Islands,MHL,2/27/2021,3.88
Marshall Islands,MHL,2/28/2021,3.99
Marshall Islands,MHL,3/1/2021,3.99
Marshall Islands,MHL,3/2/2021,4.21
Marshall Islands,MHL,3/3/2021,4.21
Marshall Islands,MHL,3/4/2021,4.57
Marshall Islands,MHL,3/5/2021,4.91
Marshall Islands,MHL,3/6/2021,5.5
Marshall Islands,MHL,3/7/2021,5.58
Marshall Islands,MHL,3/8/2021,5.59
Marshall Islands,MHL,3/9/2021,6.41
Marshall Islands,MHL,3/10/2021,6.92
Marshall Islands,MHL,3/11/2021,7.56
Marshall Islands,MHL,3/12/2021,8.09
Marshall Islands,MHL,3/13/2021,8.14
Marshall Islands,MHL,3/14/2021,8.14
Maryland,,1/12/2021,0.11
Maryland,,1/13/2021,0.21
Maryland,,1/15/2021,0.26
Maryland,,1/19/2021,0.36
Maryland,,1/20/2021,0.4
Maryland,,1/21/2021,0.46
Maryland,,1/22/2021,0.51
Maryland,,1/23/2021,0.56
Maryland,,1/24/2021,0.62
