Entity,Code,Date,people_fully_vaccinated_per_hundred
Maryland,,1/25/2021,0.65
Maryland,,1/26/2021,0.7
Maryland,,1/27/2021,0.8
Maryland,,1/28/2021,0.93
Maryland,,1/29/2021,1.1
Maryland,,1/30/2021,1.27
Maryland,,1/31/2021,1.37
Maryland,,2/1/2021,1.44
Maryland,,2/2/2021,1.46
Maryland,,2/3/2021,1.51
Maryland,,2/4/2021,1.68
Maryland,,2/5/2021,1.91
Maryland,,2/6/2021,2.15
Maryland,,2/7/2021,2.42
Maryland,,2/8/2021,2.5
Maryland,,2/9/2021,2.56
Maryland,,2/10/2021,2.79
Maryland,,2/11/2021,3
Maryland,,2/12/2021,3.27
Maryland,,2/13/2021,3.52
Maryland,,2/14/2021,3.82
Maryland,,2/16/2021,4.04
Maryland,,2/17/2021,4.2
Maryland,,2/18/2021,4.39
Maryland,,2/19/2021,4.96
Maryland,,2/20/2021,5.3
Maryland,,2/21/2021,5.66
Maryland,,2/22/2021,5.87
Maryland,,2/23/2021,6.07
Maryland,,2/24/2021,6.34
Maryland,,2/25/2021,6.6
Maryland,,2/26/2021,6.99
Maryland,,2/27/2021,7.4
Maryland,,2/28/2021,7.78
Maryland,,3/1/2021,8.04
Maryland,,3/2/2021,8.2
Maryland,,3/3/2021,8.55
Maryland,,3/4/2021,8.82
Maryland,,3/5/2021,9.1
Maryland,,3/6/2021,9.43
Maryland,,3/7/2021,9.64
Maryland,,3/8/2021,10.4
Maryland,,3/9/2021,10.7
Maryland,,3/10/2021,11.02
Maryland,,3/11/2021,11.39
Maryland,,3/12/2021,11.68
Maryland,,3/13/2021,11.99
Maryland,,3/14/2021,12.25
Massachusetts,,1/12/2021,0.28
Massachusetts,,1/13/2021,0.36
Massachusetts,,1/15/2021,0.51
Massachusetts,,1/19/2021,0.6
Massachusetts,,1/20/2021,0.61
Massachusetts,,1/21/2021,0.67
Massachusetts,,1/22/2021,0.75
Massachusetts,,1/23/2021,0.84
Massachusetts,,1/24/2021,0.92
Massachusetts,,1/25/2021,0.94
Massachusetts,,1/26/2021,0.95
Massachusetts,,1/27/2021,1.06
Massachusetts,,1/28/2021,1.21
Massachusetts,,1/29/2021,1.4
Massachusetts,,1/30/2021,1.55
Massachusetts,,1/31/2021,1.69
Massachusetts,,2/1/2021,1.78
Massachusetts,,2/2/2021,1.84
Massachusetts,,2/3/2021,1.84
Massachusetts,,2/4/2021,1.95
Massachusetts,,2/5/2021,2.08
Massachusetts,,2/6/2021,2.23
Massachusetts,,2/7/2021,2.45
Massachusetts,,2/8/2021,2.53
Massachusetts,,2/9/2021,2.63
Massachusetts,,2/10/2021,2.83
Massachusetts,,2/11/2021,3.01
Massachusetts,,2/12/2021,3.17
Massachusetts,,2/13/2021,3.42
Massachusetts,,2/14/2021,3.77
Massachusetts,,2/16/2021,4.07
Massachusetts,,2/17/2021,4.18
Massachusetts,,2/18/2021,4.35
Massachusetts,,2/19/2021,4.73
Massachusetts,,2/20/2021,4.99
Massachusetts,,2/21/2021,5.33
Massachusetts,,2/22/2021,5.58
Massachusetts,,2/23/2021,5.74
Massachusetts,,2/24/2021,5.95
Massachusetts,,2/25/2021,6.21
Massachusetts,,2/26/2021,6.51
Massachusetts,,2/27/2021,6.89
Massachusetts,,2/28/2021,7.26
Massachusetts,,3/1/2021,7.66
Massachusetts,,3/2/2021,7.89
Massachusetts,,3/3/2021,8.16
Massachusetts,,3/4/2021,8.47
Massachusetts,,3/5/2021,8.87
Massachusetts,,3/6/2021,9.33
Massachusetts,,3/7/2021,9.72
Massachusetts,,3/8/2021,10.08
Massachusetts,,3/9/2021,10.26
Massachusetts,,3/10/2021,10.87
Massachusetts,,3/11/2021,11.26
Massachusetts,,3/12/2021,11.77
Massachusetts,,3/13/2021,12.68
Massachusetts,,3/14/2021,12.68
Michigan,,1/12/2021,0.19
Michigan,,1/13/2021,0.32
Michigan,,1/15/2021,0.49
Michigan,,1/19/2021,0.63
Michigan,,1/20/2021,0.71
Michigan,,1/21/2021,0.81
Michigan,,1/22/2021,0.93
Michigan,,1/23/2021,1.06
Michigan,,1/24/2021,1.11
Michigan,,1/25/2021,1.17
Michigan,,1/26/2021,1.2
Michigan,,1/27/2021,1.31
Michigan,,1/28/2021,1.44
Michigan,,1/29/2021,1.6
Michigan,,1/30/2021,1.75
Michigan,,1/31/2021,1.91
Michigan,,2/1/2021,1.98
Michigan,,2/2/2021,2.01
Michigan,,2/3/2021,2.15
Michigan,,2/4/2021,2.3
Michigan,,2/5/2021,2.53
Michigan,,2/6/2021,2.83
Michigan,,2/7/2021,3.13
Michigan,,2/8/2021,3.29
Michigan,,2/9/2021,3.44
Michigan,,2/10/2021,3.72
Michigan,,2/11/2021,3.99
Michigan,,2/12/2021,4.26
Michigan,,2/13/2021,4.6
Michigan,,2/14/2021,4.92
Michigan,,2/16/2021,5.16
Michigan,,2/17/2021,5.27
Michigan,,2/18/2021,5.46
Michigan,,2/19/2021,5.93
Michigan,,2/20/2021,6.19
Michigan,,2/21/2021,6.48
Michigan,,2/22/2021,6.72
Michigan,,2/23/2021,6.79
Michigan,,2/24/2021,7.06
Michigan,,2/25/2021,7.41
Michigan,,2/26/2021,7.69
Michigan,,2/27/2021,8.05
Michigan,,2/28/2021,8.31
Michigan,,3/1/2021,8.48
Michigan,,3/2/2021,8.58
Michigan,,3/3/2021,8.67
Michigan,,3/4/2021,8.92
Michigan,,3/5/2021,9.17
Michigan,,3/6/2021,9.42
Michigan,,3/7/2021,9.66
Michigan,,3/8/2021,10.04
Michigan,,3/9/2021,10.11
Michigan,,3/10/2021,10.27
Michigan,,3/11/2021,10.52
Michigan,,3/12/2021,10.84
Michigan,,3/13/2021,11.17
Michigan,,3/14/2021,11.58
Minnesota,,1/12/2021,0.17
Minnesota,,1/13/2021,0.18
Minnesota,,1/15/2021,0.49
Minnesota,,1/19/2021,0.75
Minnesota,,1/20/2021,0.75
Minnesota,,1/21/2021,0.82
Minnesota,,1/22/2021,0.96
Minnesota,,1/23/2021,1.15
Minnesota,,1/24/2021,1.2
Minnesota,,1/25/2021,1.28
Minnesota,,1/26/2021,1.29
Minnesota,,1/27/2021,1.34
Minnesota,,1/28/2021,1.55
Minnesota,,1/29/2021,1.75
Minnesota,,1/30/2021,1.91
Minnesota,,1/31/2021,2.03
Minnesota,,2/1/2021,2.11
Minnesota,,2/2/2021,2.12
Minnesota,,2/3/2021,2.12
Minnesota,,2/4/2021,2.34
Minnesota,,2/5/2021,2.34
Minnesota,,2/6/2021,2.67
Minnesota,,2/7/2021,2.79
Minnesota,,2/8/2021,2.85
Minnesota,,2/9/2021,2.85
Minnesota,,2/10/2021,2.85
Minnesota,,2/11/2021,3.13
Minnesota,,2/12/2021,3.35
Minnesota,,2/13/2021,3.65
Minnesota,,2/14/2021,3.97
Minnesota,,2/16/2021,4.19
Minnesota,,2/17/2021,4.26
Minnesota,,2/18/2021,4.56
Minnesota,,2/19/2021,5.21
Minnesota,,2/20/2021,5.7
Minnesota,,2/21/2021,6.11
Minnesota,,2/22/2021,6.12
Minnesota,,2/23/2021,6.48
Minnesota,,2/24/2021,6.64
Minnesota,,2/25/2021,6.91
Minnesota,,2/26/2021,7.27
Minnesota,,2/27/2021,7.72
Minnesota,,2/28/2021,8.05
Minnesota,,3/1/2021,8.3
Minnesota,,3/2/2021,8.42
Minnesota,,3/3/2021,8.63
Minnesota,,3/4/2021,8.89
Minnesota,,3/5/2021,9.24
Minnesota,,3/6/2021,9.66
Minnesota,,3/7/2021,9.96
Minnesota,,3/8/2021,10.51
Minnesota,,3/9/2021,10.71
Minnesota,,3/10/2021,10.95
Minnesota,,3/11/2021,11.46
Minnesota,,3/12/2021,11.79
Minnesota,,3/13/2021,12.68
Minnesota,,3/14/2021,12.69
Mississippi,,1/12/2021,0.16
Mississippi,,1/13/2021,0.19
Mississippi,,1/15/2021,0.28
Mississippi,,1/19/2021,0.32
Mississippi,,1/20/2021,0.34
Mississippi,,1/21/2021,0.39
Mississippi,,1/22/2021,0.45
Mississippi,,1/23/2021,0.45
Mississippi,,1/24/2021,0.53
Mississippi,,1/25/2021,0.54
Mississippi,,1/26/2021,0.54
Mississippi,,1/27/2021,0.59
Mississippi,,1/28/2021,0.65
Mississippi,,1/29/2021,0.72
Mississippi,,1/30/2021,0.77
Mississippi,,1/31/2021,0.82
Mississippi,,2/1/2021,0.84
Mississippi,,2/2/2021,0.85
Mississippi,,2/3/2021,0.93
Mississippi,,2/4/2021,0.93
Mississippi,,2/5/2021,1.26
Mississippi,,2/6/2021,1.6
Mississippi,,2/7/2021,1.89
Mississippi,,2/8/2021,1.99
Mississippi,,2/9/2021,2.02
Mississippi,,2/10/2021,2.28
Mississippi,,2/11/2021,2.65
Mississippi,,2/12/2021,3.01
Mississippi,,2/13/2021,3.48
Mississippi,,2/14/2021,3.84
Mississippi,,2/16/2021,4.02
Mississippi,,2/17/2021,4.02
Mississippi,,2/18/2021,4.02
Mississippi,,2/19/2021,4.43
Mississippi,,2/20/2021,4.56
Mississippi,,2/21/2021,4.72
Mississippi,,2/22/2021,4.86
Mississippi,,2/23/2021,4.96
Mississippi,,2/24/2021,5.34
Mississippi,,2/25/2021,5.35
Mississippi,,2/26/2021,6.11
Mississippi,,2/27/2021,6.52
Mississippi,,2/28/2021,6.95
Mississippi,,3/1/2021,7.26
Mississippi,,3/2/2021,7.39
Mississippi,,3/3/2021,7.68
Mississippi,,3/4/2021,7.98
Mississippi,,3/5/2021,8.33
Mississippi,,3/6/2021,8.6
Mississippi,,3/7/2021,8.92
Mississippi,,3/8/2021,9.37
Mississippi,,3/9/2021,9.42
Mississippi,,3/10/2021,9.74
Mississippi,,3/11/2021,10.03
Mississippi,,3/12/2021,10.04
Mississippi,,3/13/2021,10.96
Mississippi,,3/14/2021,10.96
Missouri,,1/12/2021,0.36
Missouri,,1/13/2021,0.36
Missouri,,1/15/2021,0.6
Missouri,,1/19/2021,0.74
Missouri,,1/20/2021,0.8
Missouri,,1/21/2021,0.96
Missouri,,1/22/2021,1.09
Missouri,,1/23/2021,1.12
Missouri,,1/24/2021,1.19
Missouri,,1/25/2021,1.24
Missouri,,1/26/2021,1.25
Missouri,,1/27/2021,1.3
Missouri,,1/28/2021,1.4
Missouri,,1/29/2021,1.51
Missouri,,1/30/2021,1.51
Missouri,,1/31/2021,1.63
Missouri,,2/1/2021,1.68
Missouri,,2/2/2021,1.7
Missouri,,2/3/2021,1.74
Missouri,,2/4/2021,1.83
Missouri,,2/5/2021,1.93
Missouri,,2/6/2021,2.11
Missouri,,2/7/2021,2.3
Missouri,,2/8/2021,2.38
Missouri,,2/9/2021,2.4
Missouri,,2/10/2021,2.53
Missouri,,2/11/2021,2.66
Missouri,,2/12/2021,2.82
Missouri,,2/13/2021,3.35
Missouri,,2/14/2021,3.67
Missouri,,2/16/2021,3.89
Missouri,,2/17/2021,3.99
Missouri,,2/18/2021,4.22
Missouri,,2/19/2021,4.81
Missouri,,2/20/2021,5.03
Missouri,,2/21/2021,5.48
Missouri,,2/22/2021,5.68
Missouri,,2/23/2021,5.75
Missouri,,2/24/2021,5.98
Missouri,,2/25/2021,6.27
Missouri,,2/26/2021,6.51
Missouri,,2/27/2021,7.05
Missouri,,2/28/2021,7.05
Missouri,,3/1/2021,7.57
Missouri,,3/2/2021,7.6
Missouri,,3/3/2021,7.78
Missouri,,3/4/2021,8.08
Missouri,,3/5/2021,8.37
Missouri,,3/6/2021,8.65
Missouri,,3/7/2021,8.91
Missouri,,3/8/2021,8.82
Missouri,,3/9/2021,8.87
Missouri,,3/10/2021,9.2
Missouri,,3/11/2021,9.48
Missouri,,3/12/2021,9.75
Missouri,,3/13/2021,10.31
Missouri,,3/14/2021,10.32
Montana,,1/12/2021,0.55
Montana,,1/13/2021,0.64
Montana,,1/15/2021,0.77
Montana,,1/19/2021,0.81
Montana,,1/20/2021,0.85
Montana,,1/21/2021,0.93
Montana,,1/22/2021,1.11
Montana,,1/23/2021,1.24
Montana,,1/24/2021,1.32
Montana,,1/25/2021,1.32
Montana,,1/26/2021,1.33
Montana,,1/27/2021,1.44
Montana,,1/28/2021,1.7
Montana,,1/29/2021,1.97
Montana,,1/30/2021,2.23
Montana,,1/31/2021,2.33
Montana,,2/1/2021,2.38
Montana,,2/2/2021,2.42
Montana,,2/3/2021,2.46
Montana,,2/4/2021,2.71
Montana,,2/5/2021,2.88
Montana,,2/6/2021,3.2
Montana,,2/7/2021,3.39
Montana,,2/8/2021,3.42
Montana,,2/9/2021,3.45
Montana,,2/10/2021,3.55
Montana,,2/11/2021,3.72
Montana,,2/12/2021,3.92
Montana,,2/13/2021,4.2
Montana,,2/14/2021,4.56
Montana,,2/16/2021,4.71
Montana,,2/17/2021,4.8
Montana,,2/18/2021,4.98
Montana,,2/19/2021,5.86
Montana,,2/20/2021,6.23
Montana,,2/21/2021,6.63
Montana,,2/22/2021,6.76
Montana,,2/23/2021,6.84
Montana,,2/24/2021,7.04
Montana,,2/25/2021,7.31
Montana,,2/26/2021,7.65
Montana,,2/27/2021,8.16
Montana,,2/28/2021,8.67
Montana,,3/1/2021,8.76
Montana,,3/2/2021,8.85
Montana,,3/3/2021,9.06
Montana,,3/4/2021,9.5
Montana,,3/5/2021,10.02
Montana,,3/6/2021,10.6
Montana,,3/7/2021,11.21
Montana,,3/8/2021,11.5
Montana,,3/9/2021,11.57
Montana,,3/10/2021,11.8
Montana,,3/11/2021,12.26
Montana,,3/12/2021,12.77
Montana,,3/13/2021,13.42
Montana,,3/14/2021,13.92
Nebraska,,1/12/2021,0.44
Nebraska,,1/13/2021,0.54
Nebraska,,1/15/2021,0.67
Nebraska,,1/19/2021,0.72
Nebraska,,1/20/2021,0.75
Nebraska,,1/21/2021,0.84
Nebraska,,1/22/2021,0.93
Nebraska,,1/23/2021,1.02
Nebraska,,1/24/2021,1.15
Nebraska,,1/25/2021,1.17
Nebraska,,1/26/2021,1.19
Nebraska,,1/27/2021,1.27
Nebraska,,1/28/2021,1.67
Nebraska,,1/29/2021,1.93
Nebraska,,1/30/2021,2.12
Nebraska,,1/31/2021,2.26
Nebraska,,2/1/2021,2.36
Nebraska,,2/2/2021,2.41
Nebraska,,2/3/2021,2.53
Nebraska,,2/4/2021,2.71
Nebraska,,2/5/2021,2.86
Nebraska,,2/6/2021,3.1
Nebraska,,2/7/2021,3.41
Nebraska,,2/8/2021,3.5
Nebraska,,2/9/2021,3.52
Nebraska,,2/10/2021,3.65
Nebraska,,2/11/2021,3.81
Nebraska,,2/12/2021,4.08
Nebraska,,2/13/2021,4.33
Nebraska,,2/14/2021,4.57
Nebraska,,2/16/2021,4.66
Nebraska,,2/17/2021,4.76
Nebraska,,2/18/2021,4.99
Nebraska,,2/19/2021,5.72
Nebraska,,2/20/2021,5.92
Nebraska,,2/21/2021,6.12
Nebraska,,2/22/2021,6.2
Nebraska,,2/23/2021,6.42
Nebraska,,2/24/2021,6.8
Nebraska,,2/25/2021,7.14
Nebraska,,2/26/2021,7.53
Nebraska,,2/27/2021,7.58
Nebraska,,2/28/2021,8.32
Nebraska,,3/1/2021,8.37
Nebraska,,3/2/2021,8.51
Nebraska,,3/3/2021,8.8
Nebraska,,3/4/2021,9.18
Nebraska,,3/5/2021,9.68
Nebraska,,3/6/2021,9.71
Nebraska,,3/7/2021,10.15
Nebraska,,3/8/2021,10.55
Nebraska,,3/9/2021,10.82
Nebraska,,3/10/2021,11.12
Nebraska,,3/11/2021,11.71
Nebraska,,3/12/2021,12.43
Nebraska,,3/13/2021,12.79
Nebraska,,3/14/2021,12.79
Nevada,,1/12/2021,0.28
Nevada,,1/13/2021,0.28
Nevada,,1/15/2021,0.5
Nevada,,1/19/2021,0.54
Nevada,,1/20/2021,0.56
Nevada,,1/21/2021,0.63
Nevada,,1/22/2021,0.66
Nevada,,1/23/2021,0.68
Nevada,,1/24/2021,0.72
Nevada,,1/25/2021,0.72
Nevada,,1/26/2021,0.73
Nevada,,1/27/2021,0.77
Nevada,,1/28/2021,0.85
Nevada,,1/29/2021,0.95
Nevada,,1/30/2021,1.03
Nevada,,1/31/2021,1.1
Nevada,,2/1/2021,1.15
Nevada,,2/2/2021,1.22
Nevada,,2/3/2021,1.34
Nevada,,2/4/2021,1.48
Nevada,,2/5/2021,1.62
Nevada,,2/6/2021,1.83
Nevada,,2/7/2021,2.03
Nevada,,2/8/2021,2.17
Nevada,,2/9/2021,2.2
Nevada,,2/10/2021,2.37
Nevada,,2/11/2021,2.52
Nevada,,2/12/2021,2.71
Nevada,,2/13/2021,2.94
Nevada,,2/14/2021,3.2
Nevada,,2/16/2021,3.5
Nevada,,2/17/2021,3.57
Nevada,,2/18/2021,3.83
Nevada,,2/19/2021,4.5
Nevada,,2/20/2021,5.11
Nevada,,2/21/2021,5.37
Nevada,,2/22/2021,5.73
Nevada,,2/23/2021,5.96
Nevada,,2/24/2021,6.1
Nevada,,2/25/2021,6.31
Nevada,,2/26/2021,6.67
Nevada,,2/27/2021,7.09
Nevada,,2/28/2021,7.4
Nevada,,3/1/2021,7.81
Nevada,,3/2/2021,7.94
Nevada,,3/3/2021,8.1
Nevada,,3/4/2021,8.3
Nevada,,3/5/2021,8.56
Nevada,,3/6/2021,8.91
Nevada,,3/7/2021,9.26
Nevada,,3/8/2021,9.57
Nevada,,3/9/2021,9.69
Nevada,,3/10/2021,9.88
Nevada,,3/11/2021,10.28
Nevada,,3/12/2021,10.66
Nevada,,3/13/2021,11.04
Nevada,,3/14/2021,11.45
New Hampshire,,1/12/2021,0
New Hampshire,,1/13/2021,0
New Hampshire,,1/15/2021,0.42
New Hampshire,,1/19/2021,0.52
New Hampshire,,1/20/2021,0.59
New Hampshire,,1/21/2021,0.76
New Hampshire,,1/22/2021,0.92
New Hampshire,,1/23/2021,0.97
New Hampshire,,1/24/2021,0.98
New Hampshire,,1/25/2021,1.02
New Hampshire,,1/26/2021,1.14
New Hampshire,,1/27/2021,1.34
New Hampshire,,1/28/2021,1.6
New Hampshire,,1/29/2021,1.84
New Hampshire,,1/30/2021,2.03
New Hampshire,,1/31/2021,2.19
New Hampshire,,2/1/2021,2.24
New Hampshire,,2/2/2021,2.38
New Hampshire,,2/3/2021,2.51
New Hampshire,,2/4/2021,2.71
New Hampshire,,2/5/2021,2.98
New Hampshire,,2/6/2021,3.23
New Hampshire,,2/7/2021,3.35
New Hampshire,,2/8/2021,3.39
New Hampshire,,2/9/2021,3.49
New Hampshire,,2/10/2021,3.72
New Hampshire,,2/11/2021,3.91
New Hampshire,,2/12/2021,4.1
New Hampshire,,2/13/2021,4.37
New Hampshire,,2/14/2021,4.53
New Hampshire,,2/16/2021,4.8
New Hampshire,,2/17/2021,4.86
New Hampshire,,2/18/2021,5.12
New Hampshire,,2/19/2021,5.5
New Hampshire,,2/20/2021,5.76
New Hampshire,,2/21/2021,5.99
New Hampshire,,2/22/2021,6.1
New Hampshire,,2/23/2021,6.18
New Hampshire,,2/24/2021,6.36
New Hampshire,,2/25/2021,6.55
New Hampshire,,2/26/2021,6.77
New Hampshire,,2/27/2021,6.95
New Hampshire,,2/28/2021,7.09
New Hampshire,,3/1/2021,7.11
New Hampshire,,3/2/2021,7.18
New Hampshire,,3/3/2021,7.34
New Hampshire,,3/4/2021,7.56
New Hampshire,,3/5/2021,7.75
New Hampshire,,3/6/2021,8.09
New Hampshire,,3/7/2021,8.28
New Hampshire,,3/8/2021,8.83
New Hampshire,,3/9/2021,9.08
New Hampshire,,3/10/2021,9.44
New Hampshire,,3/11/2021,9.91
New Hampshire,,3/12/2021,10.36
New Hampshire,,3/13/2021,11.08
New Hampshire,,3/14/2021,11.45
New Jersey,,1/12/2021,0.16
New Jersey,,1/13/2021,0.3
New Jersey,,1/15/2021,0.41
New Jersey,,1/19/2021,0.49
New Jersey,,1/20/2021,0.56
New Jersey,,1/21/2021,0.56
New Jersey,,1/22/2021,0.63
New Jersey,,1/23/2021,0.69
New Jersey,,1/24/2021,0.73
New Jersey,,1/25/2021,0.78
New Jersey,,1/26/2021,0.81
New Jersey,,1/27/2021,0.9
New Jersey,,1/28/2021,0.99
New Jersey,,1/29/2021,1.22
New Jersey,,1/30/2021,1.33
New Jersey,,1/31/2021,1.39
New Jersey,,2/1/2021,1.44
New Jersey,,2/2/2021,1.54
New Jersey,,2/3/2021,1.64
New Jersey,,2/4/2021,1.64
New Jersey,,2/5/2021,1.77
New Jersey,,2/6/2021,2.24
New Jersey,,2/7/2021,2.37
New Jersey,,2/8/2021,2.49
New Jersey,,2/9/2021,2.71
New Jersey,,2/10/2021,2.93
New Jersey,,2/11/2021,3.15
New Jersey,,2/12/2021,3.44
New Jersey,,2/13/2021,3.75
New Jersey,,2/14/2021,3.95
New Jersey,,2/16/2021,4.32
New Jersey,,2/17/2021,4.58
New Jersey,,2/18/2021,4.88
New Jersey,,2/19/2021,5.17
New Jersey,,2/20/2021,5.46
New Jersey,,2/21/2021,5.75
New Jersey,,2/22/2021,5.87
New Jersey,,2/23/2021,6.16
New Jersey,,2/24/2021,6.41
New Jersey,,2/25/2021,6.76
New Jersey,,2/26/2021,7.2
New Jersey,,2/27/2021,7.53
New Jersey,,2/28/2021,7.76
New Jersey,,3/1/2021,7.84
New Jersey,,3/2/2021,8.16
New Jersey,,3/3/2021,8.39
New Jersey,,3/4/2021,8.63
New Jersey,,3/5/2021,8.94
New Jersey,,3/6/2021,9.24
New Jersey,,3/7/2021,9.47
New Jersey,,3/8/2021,10.11
New Jersey,,3/9/2021,10.4
New Jersey,,3/10/2021,10.73
New Jersey,,3/11/2021,11.24
New Jersey,,3/12/2021,11.57
New Jersey,,3/13/2021,11.98
New Jersey,,3/14/2021,12.22
New Mexico,,1/12/2021,0.54
New Mexico,,1/13/2021,0.59
New Mexico,,1/15/2021,0.89
New Mexico,,1/19/2021,1.11
New Mexico,,1/20/2021,1.18
New Mexico,,1/21/2021,1.29
New Mexico,,1/22/2021,1.4
New Mexico,,1/23/2021,1.58
New Mexico,,1/24/2021,1.66
New Mexico,,1/25/2021,1.69
New Mexico,,1/26/2021,1.71
New Mexico,,1/27/2021,1.83
New Mexico,,1/28/2021,1.99
New Mexico,,1/29/2021,2.24
New Mexico,,1/30/2021,2.39
New Mexico,,1/31/2021,2.69
New Mexico,,2/1/2021,2.87
New Mexico,,2/2/2021,2.9
New Mexico,,2/3/2021,3
New Mexico,,2/4/2021,3.21
New Mexico,,2/5/2021,3.43
New Mexico,,2/6/2021,3.76
New Mexico,,2/7/2021,3.96
New Mexico,,2/8/2021,4.19
New Mexico,,2/9/2021,4.23
New Mexico,,2/10/2021,4.42
New Mexico,,2/11/2021,4.85
New Mexico,,2/12/2021,5.34
New Mexico,,2/13/2021,5.65
New Mexico,,2/14/2021,6.12
New Mexico,,2/16/2021,6.56
New Mexico,,2/17/2021,6.64
New Mexico,,2/18/2021,6.87
New Mexico,,2/19/2021,8.45
New Mexico,,2/20/2021,8.88
New Mexico,,2/21/2021,9.29
New Mexico,,2/22/2021,9.47
New Mexico,,2/23/2021,9.61
New Mexico,,2/24/2021,9.75
New Mexico,,2/25/2021,10.12
New Mexico,,2/26/2021,10.6
New Mexico,,2/27/2021,11.02
New Mexico,,2/28/2021,11.52
New Mexico,,3/1/2021,11.67
New Mexico,,3/2/2021,11.91
New Mexico,,3/3/2021,12.19
New Mexico,,3/4/2021,12.38
New Mexico,,3/5/2021,12.77
New Mexico,,3/6/2021,13.57
New Mexico,,3/7/2021,13.83
New Mexico,,3/8/2021,14.46
New Mexico,,3/9/2021,14.53
New Mexico,,3/10/2021,14.56
New Mexico,,3/11/2021,15.08
New Mexico,,3/12/2021,15.56
New Mexico,,3/13/2021,15.96
New Mexico,,3/14/2021,16.61
New York State,,1/12/2021,0.19
New York State,,1/13/2021,0.23
New York State,,1/15/2021,0.38
New York State,,1/19/2021,0.53
New York State,,1/20/2021,0.55
New York State,,1/21/2021,0.62
New York State,,1/22/2021,0.73
New York State,,1/23/2021,0.84
New York State,,1/24/2021,0.91
New York State,,1/25/2021,0.95
New York State,,1/26/2021,0.98
New York State,,1/27/2021,1.09
New York State,,1/28/2021,1.23
New York State,,1/29/2021,1.4
New York State,,1/30/2021,1.56
New York State,,1/31/2021,1.7
New York State,,2/1/2021,1.77
New York State,,2/2/2021,1.82
New York State,,2/3/2021,1.89
New York State,,2/4/2021,2
New York State,,2/5/2021,2.19
New York State,,2/6/2021,2.41
New York State,,2/7/2021,2.67
New York State,,2/8/2021,2.85
New York State,,2/9/2021,2.94
New York State,,2/10/2021,3.18
New York State,,2/11/2021,3.43
New York State,,2/12/2021,3.71
New York State,,2/13/2021,4
